"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SHG","Shinhan Financial Group Co Ltd","39.16","18548117826.92","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"IPOA","Social Capital Hedosophia Holdings Corp.","10.19","703110000","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/ipoa",
"SPAQ","Spartan Energy Acquisition Corp","9.83","542616000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/spaq",
"STT","State Street Corporation","67.59","25593613381.17","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stt",
"STL","Sterling Bancorp","19.39","4124356542.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stl",
"STL^A","Sterling Bancorp","26.59","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stl^a",
"STC","Stewart Information Services Corporation","43.86","1040578675.44","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","54.76","3936075804.92","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","26.97","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sf^a",
"SFB","Stifel Financial Corporation","24.405","0","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sfb",
"GJH","STRATS Trust","9.33","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gjh",
"GJO","STRATS Trust","23.0891","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gjo",
"GJS","STRATS Trust","20.2045","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gjs",
"SMFG","Sumitomo Mitsui Financial Group Inc","7.2","50241552336","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/smfg",
